//glim.dat sample → grouped → Asakura → glim.dat

julia> data=DataFrame(mat,[:Y,:temp])
       
julia> glm(@formula(Y ~ temp), data, Binomial(), ProbitLink())
julia> glm(@formula(Y ~ temp), data, Binomial(), LogitLink())

//glm(@formula(X ~ temp), data, Binomial(), LogitLink())

Y Temp
mat=[
1	53
1	53
0	53
0	53
0	53
0	53
0	66
0	66
0	66
0	66
0	66
0	66
0	68
0	68
0	68
0	68
0	68
0	68
1	70
0	70
0	70
0	70
0	70
0	70
0	75
0	75
0	75
0	75
0	75
0	75
0	78
0	78
0	78
0	78
0	78
0	78
1	57
0	57
0	57
0	57
0	57
0	57
0	67
0	67
0	67
0	67
0	67
0	67
0	69
0	69
0	69
0	69
0	69
0	69
1	70
0	70
0	70
0	70
0	70
0	70
1	75
1	75
0	75
0	75
0	75
0	75
0	79
0	79
0	79
0	79
0	79
0	79
1	58
0	58
0	58
0	58
0	58
0	58
0	67
0	67
0	67
0	67
0	67
0	67
0	70
0	70
0	70
0	70
0	70
0	70
0	72
0	72
0	72
0	72
0	72
0	72
0	76
0	76
0	76
0	76
0	76
0	76
0	81
0	81
0	81
0	81
0	81
0	81
1	63
0	63
0	63
0	63
0	63
0	63
0	67
0	67
0	67
0	67
0	67
0	67
0	70
0	70
0	70
0	70
0	70
0	70
0	73
0	73
0	73
0	73
0	73
0	73
0	76
0	76
0	76
0	76
0	76
0	76]

